rp_n100_p0.60_s2.txt,161702,0
rp_n100_p0.60_s1.txt,185539,0
rp_n100_p0.60_s3.txt,176385,0
rp_n200_p0.60_s1.txt,1087507,0
rp_n200_p0.60_s2.txt,1172848,0.01
rp_n200_p0.60_s3.txt,1074934,0
rp_n300_p0.60_s3.txt,1563760,0.006
rp_n300_p0.60_s1.txt,1670185,0.01
rp_n300_p0.60_s2.txt,1656646,0.01
rp_n400_p0.60_s2.txt,2185290,0.02
rp_n400_p0.60_s1.txt,2180302,0.02
rp_n400_p0.60_s3.txt,2470226,0.02
rp_n500_p0.60_s2.txt,3097088,0.03
rp_n500_p0.60_s1.txt,3062635,0.02
rp_n500_p0.60_s3.txt,2866272,0.03
rp_n750_p0.60_s2.txt,4263317,0.05
rp_n750_p0.60_s3.txt,4178136,0.06
rp_n750_p0.60_s1.txt,4117870,0.06
rp_n1000_p0.60_s1.txt,5682341,0.11
rp_n1000_p0.60_s3.txt,5615659,0.1
rp_n1000_p0.60_s2.txt,5752238,0.09
