rp_n100_p0.60_s2.txt,143536,0.031,87074,1.825
rp_n100_p0.60_s1.txt,133233,0.031,93882,1.841
rp_n100_p0.60_s3.txt,125309,0.031,94102,1.825
rp_n200_p0.60_s1.txt,898669,0.124,858256,14.462
rp_n200_p0.60_s2.txt,853707,0.124,776476,13.791
rp_n200_p0.60_s3.txt,885960,0.125,722631,14.212
rp_n300_p0.60_s3.txt,1264169,0.266,1070940,48.048
rp_n300_p0.60_s1.txt,1463248,0.265,1198676,47.814
rp_n300_p0.60_s2.txt,1248413,0.265,984839,47.175
rp_n400_p0.60_s2.txt,1827555,0.452,1650974,112.164
rp_n400_p0.60_s1.txt,1709108,0.453,1447393,112.382
rp_n400_p0.60_s3.txt,1892293,0.453,1453770,112.101
rp_n500_p0.60_s2.txt,2268252,0.702,2034989,217.589
rp_n500_p0.60_s1.txt,2406820,0.702,2054606,218.868
rp_n500_p0.60_s3.txt,1972471,0.702,1846926,218.915
rp_n750_p0.60_s2.txt,3323214,1.576,2665001,734.262
rp_n750_p0.60_s3.txt,3627915,1.56,2907898,736.867
rp_n750_p0.60_s1.txt,3307108,1.56,2722319,737.491
rp_n1000_p0.60_s1.txt,4392781,2.762,3790385,1742.06
rp_n1000_p0.60_s3.txt,4503511,2.762,3770956,1745.92
rp_n1000_p0.60_s2.txt,4258860,2.746,3701598,1736.1
