rp_n10_p0.20_s2.txt,110,0.002,71,0.006
rp_n10_p0.20_s3.txt,139,0.002,47,0.009
rp_n10_p0.20_s1.txt,117,0.001,94,0.007
rp_n15_p0.20_s2.txt,495,0.006,260,0.018
rp_n15_p0.20_s3.txt,277,0.003,101,0.016
rp_n15_p0.20_s1.txt,200,0.003,154,0.016
rp_n20_p0.20_s2.txt,595,0.004,595,0.035
rp_n20_p0.20_s1.txt,614,0.003,321,0.033
rp_n20_p0.20_s3.txt,605,0.004,488,0.033
rp_n25_p0.20_s3.txt,1329,0.008,1225,0.063
rp_n25_p0.20_s2.txt,752,0.005,460,0.065
rp_n25_p0.20_s1.txt,1433,0.005,701,0.061
rp_n30_p0.20_s1.txt,2183,0.007,1125,0.134
rp_n30_p0.20_s2.txt,3273,0.007,1655,0.111
rp_n30_p0.20_s3.txt,1638,0.006,850,0.175
rp_n35_p0.20_s2.txt,3562,0.009,4304,0.174
rp_n35_p0.20_s3.txt,2771,0.009,3200,0.181
rp_n35_p0.20_s1.txt,6101,0.009,4828,0.171
rp_n40_p0.20_s3.txt,7613,0.016,5961,0.285
rp_n40_p0.20_s2.txt,5094,0.012,3304,0.321
rp_n40_p0.20_s1.txt,7695,0.011,3756,0.29
rp_n45_p0.20_s3.txt,10623,0.014,7532,0.443
rp_n45_p0.20_s1.txt,6786,0.015,6648,0.351
rp_n45_p0.20_s2.txt,3774,0.015,2134,0.414
rp_n50_p0.20_s2.txt,11239,0.017,8367,0.546
rp_n50_p0.20_s1.txt,11206,0.022,8432,0.471
rp_n50_p0.20_s3.txt,9186,0.017,5178,0.475
rp_n55_p0.20_s2.txt,10923,0.02,8403,0.69
rp_n55_p0.20_s1.txt,15729,0.023,10047,0.653
rp_n55_p0.20_s3.txt,17799,0.02,10207,0.601
rp_n60_p0.20_s3.txt,18441,0.024,13492,0.914
rp_n60_p0.20_s2.txt,19861,0.024,15684,0.797
rp_n60_p0.20_s1.txt,10823,0.024,7206,0.822
rp_n65_p0.20_s3.txt,14989,0.031,14179,1.087
rp_n65_p0.20_s2.txt,26098,0.029,12882,1.149
rp_n65_p0.20_s1.txt,35642,0.027,25227,1.039
rp_n70_p0.20_s2.txt,23037,0.032,13191,1.626
rp_n70_p0.20_s3.txt,42633,0.032,31207,1.461
rp_n70_p0.20_s1.txt,19709,0.034,12712,2.772
rp_n75_p0.20_s3.txt,31700,0.04,19400,1.858
rp_n75_p0.20_s2.txt,37178,0.171,21606,1.835
rp_n75_p0.20_s1.txt,31514,0.037,17409,1.795
rp_n80_p0.20_s3.txt,43492,0.061,28294,2.58
rp_n80_p0.20_s1.txt,64297,0.041,36751,2.56
rp_n80_p0.20_s2.txt,40818,0.042,27951,2.111
