rp_n10_p0.60_s2.txt,88,0.001,112,0.008
rp_n10_p0.60_s1.txt,147,0.001,145,0.004
rp_n10_p0.60_s3.txt,82,0.001,100,0.003
rp_n15_p0.60_s2.txt,498,0.001,394,0.009
rp_n15_p0.60_s1.txt,350,0.002,230,0.012
rp_n15_p0.60_s3.txt,343,0.002,608,0.009
rp_n20_p0.60_s2.txt,1055,0.004,823,0.168
rp_n20_p0.60_s3.txt,432,0.003,467,0.021
rp_n20_p0.60_s1.txt,910,0.002,1199,0.02
rp_n25_p0.60_s3.txt,2125,0.004,1915,0.035
rp_n25_p0.60_s2.txt,3447,0.004,1585,0.035
rp_n25_p0.60_s1.txt,3160,0.003,1359,0.036
rp_n30_p0.60_s2.txt,2936,0.005,4203,0.054
rp_n30_p0.60_s1.txt,4681,0.005,3025,0.062
rp_n30_p0.60_s3.txt,3253,0.005,2313,0.061
rp_n35_p0.60_s1.txt,6172,0.005,6579,0.089
rp_n35_p0.60_s2.txt,4528,0.005,4387,0.087
rp_n35_p0.60_s3.txt,6982,0.005,5365,0.089
rp_n40_p0.60_s3.txt,9155,0.008,8168,0.133
rp_n40_p0.60_s2.txt,7266,0.009,8127,0.13
rp_n40_p0.60_s1.txt,6000,0.008,6203,0.135
rp_n45_p0.60_s2.txt,9527,0.009,10272,0.189
rp_n45_p0.60_s3.txt,12185,0.016,11127,0.191
rp_n45_p0.60_s1.txt,10264,0.01,6752,0.194
rp_n50_p0.60_s1.txt,18501,0.011,17661,0.424
rp_n50_p0.60_s2.txt,16018,0.012,14386,0.275
rp_n50_p0.60_s3.txt,15842,0.01,14715,0.263
rp_n55_p0.60_s1.txt,27594,0.014,13169,0.425
rp_n55_p0.60_s3.txt,23776,0.019,17570,0.45
rp_n55_p0.60_s2.txt,31358,0.018,22222,0.364
rp_n60_p0.60_s3.txt,21972,0.014,22033,0.691
rp_n60_p0.60_s1.txt,27893,0.014,29909,0.424
rp_n60_p0.60_s2.txt,36717,0.014,28193,0.419
rp_n65_p0.60_s2.txt,32143,0.019,23950,0.668
rp_n65_p0.60_s3.txt,31245,0.015,33532,0.531
rp_n65_p0.60_s1.txt,43391,0.015,31090,0.546
rp_n70_p0.60_s2.txt,46989,0.015,44258,0.624
rp_n70_p0.60_s3.txt,52344,0.015,42928,0.64
rp_n70_p0.60_s1.txt,53681,0.016,33805,0.718
rp_n75_p0.60_s2.txt,54387,0.016,48383,0.78
rp_n75_p0.60_s3.txt,63849,0.016,44086,0.795
rp_n75_p0.60_s1.txt,40399,0.016,44303,0.78
rp_n80_p0.60_s1.txt,61850,0.016,61941,0.951
rp_n80_p0.60_s3.txt,48314,0.015,46774,0.967
rp_n80_p0.60_s2.txt,64987,0.015,46929,0.936
