../small-instances/rp_n10_p0.20_s2.txt,71,0
../small-instances/rp_n10_p0.20_s3.txt,47,0
../small-instances/rp_n10_p0.20_s1.txt,103,0
../small-instances/rp_n15_p0.20_s2.txt,260,0
../small-instances/rp_n15_p0.20_s3.txt,101,0
../small-instances/rp_n15_p0.20_s1.txt,154,0
../small-instances/rp_n20_p0.20_s2.txt,595,0
../small-instances/rp_n20_p0.20_s1.txt,321,0
../small-instances/rp_n20_p0.20_s3.txt,659,0
../small-instances/rp_n25_p0.20_s3.txt,1505,0
../small-instances/rp_n25_p0.20_s2.txt,460,0
../small-instances/rp_n25_p0.20_s1.txt,1189,0
../small-instances/rp_n30_p0.20_s1.txt,1125,0
../small-instances/rp_n30_p0.20_s2.txt,1540,0
../small-instances/rp_n30_p0.20_s3.txt,1139,0
../small-instances/rp_n35_p0.20_s2.txt,4304,0
../small-instances/rp_n35_p0.20_s3.txt,3200,0
../small-instances/rp_n35_p0.20_s1.txt,4733,0
../small-instances/rp_n40_p0.20_s3.txt,5778,0
../small-instances/rp_n40_p0.20_s2.txt,3700,0
../small-instances/rp_n40_p0.20_s1.txt,4523,0
../small-instances/rp_n45_p0.20_s3.txt,8880,0
../small-instances/rp_n45_p0.20_s1.txt,10717,0
../small-instances/rp_n45_p0.20_s2.txt,2134,0
../small-instances/rp_n50_p0.20_s2.txt,10085,0
../small-instances/rp_n50_p0.20_s1.txt,9623,0
../small-instances/rp_n50_p0.20_s3.txt,5178,0
../small-instances/rp_n55_p0.20_s2.txt,9614,0.001
../small-instances/rp_n55_p0.20_s1.txt,10138,0
../small-instances/rp_n55_p0.20_s3.txt,11394,0
../small-instances/rp_n60_p0.20_s3.txt,17290,0
../small-instances/rp_n60_p0.20_s2.txt,20244,0.001
../small-instances/rp_n60_p0.20_s1.txt,14935,0
../small-instances/rp_n65_p0.20_s3.txt,16774,0
../small-instances/rp_n65_p0.20_s2.txt,14402,0
../small-instances/rp_n65_p0.20_s1.txt,22746,0.001
../small-instances/rp_n70_p0.20_s2.txt,17726,0.001
../small-instances/rp_n70_p0.20_s3.txt,34879,0
../small-instances/rp_n70_p0.20_s1.txt,14625,0.001
../small-instances/rp_n75_p0.20_s3.txt,22590,0
../small-instances/rp_n75_p0.20_s2.txt,25746,0.001
../small-instances/rp_n75_p0.20_s1.txt,17409,0.001
../small-instances/rp_n80_p0.20_s3.txt,32164,0
../small-instances/rp_n80_p0.20_s1.txt,40186,0
../small-instances/rp_n80_p0.20_s2.txt,34523,0.001
