20
30
306
0 1
1 4
1 5
1 8
1 12
2 3
2 13
2 19
3 9
4 6
4 10
5 17
6 11
6 14
6 15
7 11
8 9
8 11
9 15
10 15
10 16
10 17
11 16
12 16
12 17
13 18
15 18
16 18
16 19
17 19
0 2 11
2 0 67
0 3 88
3 0 86
0 4 48
4 0 58
0 5 69
5 0 68
0 6 5
6 0 28
0 7 79
7 0 34
0 9 47
9 0 36
0 10 93
10 0 45
0 11 63
11 0 1
0 13 73
13 0 96
0 14 59
14 0 28
0 16 83
16 0 43
0 17 47
17 0 55
0 18 72
18 0 64
0 19 96
19 0 5
1 2 27
2 1 45
1 3 47
3 1 13
1 6 7
6 1 41
1 7 87
7 1 33
1 9 71
9 1 80
1 10 6
10 1 39
1 11 64
11 1 21
1 13 56
13 1 31
1 14 63
14 1 50
1 16 34
16 1 73
1 17 80
17 1 49
1 18 8
18 1 76
1 19 18
19 1 39
2 4 9
4 2 8
2 5 33
5 2 20
2 6 31
6 2 80
2 7 96
7 2 82
2 8 72
8 2 19
2 9 8
9 2 6
2 10 63
10 2 52
2 11 20
11 2 58
2 12 38
12 2 62
2 14 52
14 2 19
2 15 26
15 2 75
2 16 23
16 2 94
2 17 19
17 2 8
2 18 49
18 2 77
3 4 97
4 3 63
3 5 97
5 3 52
3 6 3
6 3 34
3 7 65
7 3 86
3 8 74
8 3 69
3 10 42
10 3 63
3 11 7
11 3 98
3 12 49
12 3 1
3 13 81
13 3 46
3 14 78
14 3 11
3 15 65
15 3 37
3 16 83
16 3 99
3 17 12
17 3 26
3 18 36
18 3 35
3 19 67
19 3 84
4 5 5
5 4 8
4 7 98
7 4 34
4 8 21
8 4 57
4 9 100
9 4 93
4 11 72
11 4 38
4 12 81
12 4 52
4 13 94
13 4 53
4 14 86
14 4 39
4 15 79
15 4 60
4 16 41
16 4 59
4 17 58
17 4 49
4 18 68
18 4 66
4 19 100
19 4 99
5 6 55
6 5 2
5 7 72
7 5 13
5 8 52
8 5 83
5 9 6
9 5 31
5 10 76
10 5 11
5 11 88
11 5 19
5 12 36
12 5 45
5 13 7
13 5 90
5 14 4
14 5 83
5 15 68
15 5 34
5 16 79
16 5 85
5 18 24
18 5 83
5 19 15
19 5 0
6 7 55
7 6 87
6 8 8
8 6 22
6 9 75
9 6 88
6 10 69
10 6 43
6 12 0
12 6 85
6 13 15
13 6 45
6 16 71
16 6 82
6 17 13
17 6 59
6 18 32
18 6 19
6 19 73
19 6 69
7 8 47
8 7 55
7 9 59
9 7 92
7 10 45
10 7 3
7 12 13
12 7 77
7 13 10
13 7 38
7 14 98
14 7 83
7 15 32
15 7 88
7 16 53
16 7 81
7 17 10
17 7 22
7 19 47
19 7 55
8 10 30
10 8 96
8 12 10
12 8 17
8 13 80
13 8 73
8 14 61
14 8 56
8 15 71
15 8 58
8 16 96
16 8 86
8 17 59
17 8 44
8 19 91
19 8 32
9 10 50
10 9 85
9 11 68
11 9 94
9 12 51
12 9 50
9 13 32
13 9 15
9 14 14
14 9 30
9 16 21
16 9 35
9 17 20
17 9 61
9 18 1
18 9 90
9 19 44
19 9 12
10 11 16
11 10 77
10 12 76
12 10 9
10 13 77
13 10 11
10 14 75
14 10 81
10 18 31
18 10 96
10 19 77
19 10 65
11 12 51
12 11 48
11 13 72
13 11 17
11 14 48
14 11 23
11 15 94
15 11 67
11 17 21
17 11 39
11 19 24
19 11 79
12 13 32
13 12 44
12 14 63
14 12 33
12 15 64
15 12 88
12 18 55
18 12 54
12 19 89
19 12 74
13 14 18
14 13 56
13 15 37
15 13 14
13 16 50
16 13 34
13 17 79
17 13 3
13 19 31
19 13 81
14 15 22
15 14 26
14 16 38
16 14 70
14 17 89
17 14 2
14 18 51
18 14 97
14 19 56
19 14 52
15 16 56
16 15 50
15 17 0
17 15 62
15 19 65
19 15 34
16 17 7
17 16 65
17 18 61
18 17 72
18 19 13
19 18 27
