15
18
102
0 1
1 2
2 3
2 5
3 4
3 6
4 8
5 6
6 7
6 8
7 9
8 9
9 10
9 11
10 12
10 13
11 13
11 14
0 2 59
2 0 77
0 3 19
3 0 71
0 4 6
4 0 9
0 5 25
5 0 54
0 6 53
6 0 98
0 7 53
7 0 6
0 8 96
8 0 84
0 10 40
10 0 10
0 11 52
11 0 0
1 4 16
4 1 91
1 5 26
5 1 17
1 8 42
8 1 74
1 9 50
9 1 92
1 11 47
11 1 34
1 12 54
12 1 49
2 4 13
4 2 93
2 8 6
8 2 37
2 10 68
10 2 61
2 11 30
11 2 18
2 13 80
13 2 43
3 5 60
5 3 87
3 8 72
8 3 52
3 11 25
11 3 63
3 12 63
12 3 75
3 13 17
13 3 74
4 5 76
5 4 72
4 6 46
6 4 88
4 7 75
7 4 92
4 9 35
9 4 29
4 10 100
10 4 32
4 12 85
12 4 13
4 14 11
14 4 13
5 8 47
8 5 35
5 9 94
9 5 71
5 12 87
12 5 71
5 13 50
13 5 34
6 12 1
12 6 97
6 13 42
13 6 31
7 8 76
8 7 69
7 10 46
10 7 42
7 12 34
12 7 51
8 12 17
12 8 97
8 14 80
14 8 59
9 13 10
13 9 59
9 14 33
14 9 77
10 11 71
11 10 46
10 14 69
14 10 63
11 12 4
12 11 55
12 13 63
13 12 26
12 14 27
14 12 29
13 14 33
14 13 100
