20
28
210
0 1
1 2
2 4
2 5
3 4
4 7
4 8
4 9
5 6
5 14
6 8
7 11
7 12
8 10
8 12
9 10
9 12
9 14
10 11
11 13
12 15
13 15
13 16
14 15
15 17
15 18
16 18
16 19
0 2 65
2 0 32
0 3 40
3 0 71
0 4 96
4 0 69
0 5 82
5 0 16
0 7 95
7 0 37
0 8 5
8 0 81
0 9 57
9 0 54
0 10 81
10 0 63
0 11 73
11 0 99
0 12 65
12 0 77
0 13 70
13 0 61
0 16 37
16 0 74
0 17 7
17 0 34
1 3 1
3 1 51
1 4 9
4 1 24
1 5 94
5 1 57
1 6 32
6 1 55
1 7 85
7 1 38
1 9 2
9 1 77
1 10 2
10 1 52
1 12 49
12 1 26
1 14 20
14 1 28
1 15 97
15 1 86
1 18 10
18 1 59
2 3 84
3 2 72
2 7 25
7 2 85
2 8 16
8 2 61
2 13 100
13 2 11
2 14 11
14 2 62
2 16 68
16 2 14
2 19 100
19 2 61
3 5 40
5 3 63
3 6 62
6 3 94
3 9 94
9 3 31
3 10 4
10 3 61
3 11 82
11 3 20
3 13 35
13 3 76
3 15 82
15 3 62
3 16 2
16 3 0
3 17 40
17 3 92
3 19 74
19 3 31
4 5 44
5 4 26
4 6 99
6 4 52
4 11 68
11 4 39
4 12 33
12 4 37
4 14 85
14 4 62
4 19 37
19 4 34
5 7 34
7 5 57
5 9 71
9 5 74
5 10 80
10 5 3
5 12 5
12 5 7
5 13 44
13 5 81
5 15 16
15 5 91
5 16 30
16 5 84
5 17 53
17 5 3
5 18 97
18 5 70
6 7 70
7 6 46
6 9 90
9 6 73
6 12 18
12 6 43
6 14 35
14 6 35
6 15 83
15 6 2
6 17 13
17 6 44
6 19 2
19 6 11
7 8 61
8 7 37
7 9 27
9 7 75
7 10 18
10 7 79
7 14 88
14 7 86
7 16 13
16 7 94
7 17 58
17 7 97
7 19 13
19 7 4
8 9 52
9 8 15
8 11 80
11 8 81
8 13 33
13 8 91
8 14 75
14 8 6
8 16 41
16 8 5
8 17 5
17 8 86
9 11 33
11 9 8
9 15 24
15 9 32
9 18 26
18 9 53
10 12 76
12 10 1
10 13 64
13 10 59
10 14 52
14 10 20
10 15 44
15 10 21
10 17 57
17 10 43
10 19 52
19 10 73
11 12 99
12 11 80
11 14 61
14 11 26
11 16 61
16 11 7
11 17 77
17 11 60
11 19 90
19 11 77
12 13 53
13 12 14
12 14 55
14 12 28
12 16 84
16 12 67
12 18 10
18 12 54
12 19 55
19 12 7
13 14 11
14 13 3
13 19 8
19 13 15
14 16 38
16 14 79
14 19 61
19 14 43
15 16 68
16 15 75
15 19 16
19 15 36
16 17 59
17 16 61
17 18 61
18 17 0
17 19 7
19 17 7
18 19 44
19 18 37
