15
23
118
0 1
1 2
1 5
2 4
3 4
3 5
4 6
4 7
5 8
6 10
6 11
6 12
7 9
7 11
7 12
8 10
8 12
9 10
9 13
10 14
11 13
12 13
12 14
0 2 97
2 0 46
0 3 21
3 0 70
0 4 39
4 0 52
0 5 11
5 0 21
0 7 37
7 0 12
0 8 91
8 0 52
0 9 88
9 0 23
0 10 68
10 0 14
0 11 41
11 0 58
0 12 12
12 0 36
0 13 74
13 0 4
1 3 79
3 1 19
1 4 27
4 1 82
1 8 32
8 1 36
1 9 71
9 1 75
1 10 97
10 1 3
1 11 72
11 1 86
1 12 65
12 1 36
1 14 67
14 1 59
2 3 26
3 2 88
2 5 93
5 2 30
2 7 20
7 2 36
2 8 29
8 2 70
2 11 33
11 2 55
2 13 29
13 2 35
3 6 78
6 3 21
3 7 57
7 3 41
3 12 19
12 3 56
3 13 43
13 3 9
4 5 21
5 4 60
4 8 7
8 4 93
4 10 49
10 4 49
4 11 28
11 4 57
4 14 85
14 4 69
5 6 84
6 5 22
5 7 86
7 5 37
5 9 53
9 5 73
5 11 2
11 5 41
5 12 94
12 5 99
5 13 21
13 5 28
6 7 52
7 6 77
6 8 10
8 6 23
6 9 31
9 6 65
6 14 32
14 6 40
7 8 71
8 7 96
7 10 69
10 7 82
8 9 16
9 8 95
8 11 37
11 8 5
8 13 81
13 8 57
8 14 54
14 8 81
9 11 63
11 9 73
9 12 99
12 9 65
9 14 77
14 9 70
10 11 61
11 10 37
10 12 74
12 10 7
10 13 34
13 10 1
11 12 51
12 11 9
11 14 24
14 11 94
13 14 57
14 13 32
