15
18
102
0 2
1 2
2 3
2 5
3 6
4 6
5 7
5 9
6 7
6 9
7 8
7 10
8 11
9 10
10 11
11 12
12 13
12 14
0 1 64
1 0 54
0 3 53
3 0 46
0 4 72
4 0 27
0 5 29
5 0 48
0 7 46
7 0 48
0 9 90
9 0 29
0 10 60
10 0 79
0 11 17
11 0 71
1 3 91
3 1 98
1 4 48
4 1 38
1 5 84
5 1 45
1 6 53
6 1 33
1 8 25
8 1 84
1 9 82
9 1 30
1 10 47
10 1 3
1 11 61
11 1 34
1 14 67
14 1 35
2 4 76
4 2 29
2 6 7
6 2 12
2 8 13
8 2 59
2 10 21
10 2 61
2 12 40
12 2 27
2 13 47
13 2 46
3 4 97
4 3 66
3 5 45
5 3 16
3 7 40
7 3 50
3 8 78
8 3 89
3 9 30
9 3 69
4 5 22
5 4 12
4 7 57
7 4 15
4 9 89
9 4 21
4 13 88
13 4 92
5 6 30
6 5 86
5 11 22
11 5 29
5 13 13
13 5 66
5 14 30
14 5 41
6 8 33
8 6 71
6 11 22
11 6 97
6 12 33
12 6 91
6 13 56
13 6 31
7 9 22
9 7 18
7 11 26
11 7 77
7 12 72
12 7 78
7 14 89
14 7 85
8 9 51
9 8 54
8 10 24
10 8 81
8 12 96
12 8 42
9 11 42
11 9 64
11 13 78
13 11 81
11 14 42
14 11 71
13 14 52
14 13 80
