20
26
318
0 12
0 13
0 19
1 8
1 11
1 19
2 12
2 15
3 19
4 5
5 7
5 8
6 15
8 9
8 13
8 15
9 12
10 11
10 12
10 14
12 17
13 14
14 17
15 16
16 17
17 18
0 1 70
1 0 88
0 2 70
2 0 25
0 3 29
3 0 50
0 4 52
4 0 10
0 5 8
5 0 26
0 6 53
6 0 24
0 7 80
7 0 81
0 8 51
8 0 8
0 9 21
9 0 80
0 10 45
10 0 79
0 11 31
11 0 15
0 14 95
14 0 51
0 15 40
15 0 33
0 16 90
16 0 59
0 18 45
18 0 49
1 2 4
2 1 68
1 3 20
3 1 12
1 4 96
4 1 60
1 5 87
5 1 85
1 6 45
6 1 83
1 7 85
7 1 50
1 9 14
9 1 86
1 10 26
10 1 88
1 13 79
13 1 73
1 14 25
14 1 83
1 15 23
15 1 10
1 16 3
16 1 90
1 17 83
17 1 9
1 18 41
18 1 65
2 3 55
3 2 92
2 4 59
4 2 56
2 5 92
5 2 99
2 6 56
6 2 80
2 7 87
7 2 15
2 8 24
8 2 43
2 9 0
9 2 13
2 10 10
10 2 99
2 11 12
11 2 24
2 13 1
13 2 38
2 14 25
14 2 13
2 16 53
16 2 52
2 17 68
17 2 65
2 18 31
18 2 98
2 19 45
19 2 96
3 4 17
4 3 28
3 5 83
5 3 29
3 6 14
6 3 97
3 7 71
7 3 2
3 8 43
8 3 62
3 9 21
9 3 92
3 10 73
10 3 68
3 11 3
11 3 2
3 12 28
12 3 59
3 13 42
13 3 58
3 14 77
14 3 24
3 15 18
15 3 46
3 16 69
16 3 87
3 17 12
17 3 23
3 18 90
18 3 54
4 6 3
6 4 68
4 7 68
7 4 85
4 8 48
8 4 30
4 9 2
9 4 3
4 10 54
10 4 98
4 11 30
11 4 40
4 12 36
12 4 15
4 13 46
13 4 40
4 14 25
14 4 53
4 15 62
15 4 90
4 16 49
16 4 3
4 17 83
17 4 35
4 18 61
18 4 19
4 19 19
19 4 53
5 6 15
6 5 9
5 9 70
9 5 23
5 10 68
10 5 13
5 11 9
11 5 56
5 12 50
12 5 48
5 13 7
13 5 22
5 14 73
14 5 72
5 15 17
15 5 4
5 16 12
16 5 5
5 17 0
17 5 31
5 18 96
18 5 59
5 19 67
19 5 34
6 7 51
7 6 46
6 8 91
8 6 51
6 9 82
9 6 38
6 10 78
10 6 83
6 11 12
11 6 68
6 12 80
12 6 81
6 13 0
13 6 12
6 14 40
14 6 65
6 16 85
16 6 10
6 17 69
17 6 94
6 18 39
18 6 56
6 19 3
19 6 32
7 8 2
8 7 57
7 9 8
9 7 25
7 10 65
10 7 80
7 11 20
11 7 84
7 12 95
12 7 91
7 13 52
13 7 23
7 14 15
14 7 92
7 15 84
15 7 98
7 16 62
16 7 37
7 17 44
17 7 21
7 18 87
18 7 83
7 19 44
19 7 21
8 10 88
10 8 48
8 11 70
11 8 44
8 12 61
12 8 47
8 14 9
14 8 35
8 16 61
16 8 52
8 17 32
17 8 84
8 18 87
18 8 20
8 19 13
19 8 75
9 10 33
10 9 45
9 11 99
11 9 66
9 13 99
13 9 70
9 14 71
14 9 47
9 15 2
15 9 72
9 16 12
16 9 31
9 18 6
18 9 41
9 19 63
19 9 12
10 13 76
13 10 10
10 15 94
15 10 81
10 16 90
16 10 25
10 17 75
17 10 64
10 18 10
18 10 60
10 19 29
19 10 37
11 12 92
12 11 1
11 13 55
13 11 97
11 14 94
14 11 75
11 15 86
15 11 93
11 16 47
16 11 2
11 17 92
17 11 24
11 18 57
18 11 23
11 19 84
19 11 44
12 13 80
13 12 66
12 14 39
14 12 78
12 15 37
15 12 83
12 16 24
16 12 57
12 18 28
18 12 70
12 19 38
19 12 87
13 15 97
15 13 66
13 16 96
16 13 41
13 19 35
19 13 31
14 15 39
15 14 64
14 16 86
16 14 4
14 18 93
18 14 33
14 19 52
19 14 78
15 17 91
17 15 76
15 18 36
18 15 28
15 19 60
19 15 31
16 18 27
18 16 64
16 19 25
19 16 34
17 19 47
19 17 92
18 19 61
19 18 31
