15
14
182
0 12
0 13
1 4
1 6
1 13
2 4
2 5
2 12
3 11
3 14
6 7
6 8
8 11
8 12
0 1 27
1 0 79
0 2 93
2 0 69
0 3 35
3 0 30
0 4 18
4 0 47
0 5 70
5 0 15
0 6 69
6 0 50
0 7 64
7 0 59
0 8 77
8 0 55
0 9 29
9 0 57
0 10 17
10 0 85
0 11 63
11 0 60
0 14 72
14 0 90
1 2 34
2 1 86
1 3 12
3 1 9
1 5 77
5 1 55
1 7 3
7 1 48
1 8 92
8 1 9
1 9 51
9 1 2
1 10 76
10 1 98
1 11 8
11 1 59
1 12 89
12 1 97
1 14 59
14 1 81
2 3 61
3 2 68
2 6 73
6 2 25
2 7 40
7 2 64
2 8 36
8 2 59
2 9 52
9 2 12
2 10 60
10 2 57
2 11 46
11 2 49
2 13 31
13 2 29
2 14 15
14 2 94
3 4 31
4 3 72
3 5 84
5 3 31
3 6 75
6 3 99
3 7 85
7 3 28
3 8 61
8 3 19
3 9 89
9 3 31
3 10 24
10 3 96
3 12 10
12 3 7
3 13 26
13 3 93
4 5 73
5 4 14
4 6 87
6 4 40
4 7 16
7 4 70
4 8 88
8 4 70
4 9 25
9 4 29
4 10 50
10 4 52
4 11 10
11 4 8
4 12 26
12 4 53
4 13 24
13 4 80
4 14 81
14 4 51
5 6 8
6 5 21
5 7 80
7 5 45
5 8 79
8 5 31
5 9 15
9 5 95
5 10 51
10 5 40
5 11 33
11 5 90
5 12 59
12 5 45
5 13 49
13 5 4
5 14 68
14 5 20
6 9 12
9 6 96
6 10 60
10 6 87
6 11 85
11 6 45
6 12 83
12 6 85
6 13 50
13 6 14
6 14 86
14 6 26
7 8 88
8 7 79
7 9 73
9 7 25
7 10 83
10 7 23
7 11 10
11 7 3
7 12 90
12 7 83
7 13 9
13 7 41
7 14 65
14 7 55
8 9 92
9 8 59
8 10 56
10 8 92
8 13 99
13 8 56
8 14 80
14 8 87
9 10 15
10 9 24
9 11 43
11 9 0
9 12 13
12 9 10
9 13 99
13 9 12
9 14 24
14 9 1
10 11 38
11 10 25
10 12 13
12 10 53
10 13 52
13 10 68
10 14 65
14 10 31
11 12 98
12 11 45
11 13 96
13 11 17
11 14 28
14 11 83
12 13 29
13 12 14
12 14 97
14 12 71
13 14 2
14 13 43
