20
28
314
1 8
1 11
2 5
2 6
2 9
2 12
3 7
3 8
4 7
4 8
4 10
5 14
5 19
6 11
6 13
7 11
7 13
8 15
9 10
9 13
9 19
10 11
12 17
13 16
13 18
14 15
15 17
15 18
0 1 65
1 0 32
0 2 40
2 0 71
0 3 96
3 0 69
0 4 82
4 0 16
0 5 95
5 0 37
0 6 5
6 0 81
0 7 57
7 0 54
0 8 81
8 0 63
0 9 73
9 0 99
0 10 65
10 0 77
0 11 70
11 0 61
0 12 37
12 0 74
0 13 7
13 0 34
0 14 1
14 0 51
0 15 9
15 0 24
0 16 94
16 0 57
0 17 32
17 0 55
0 18 85
18 0 38
0 19 2
19 0 77
1 2 2
2 1 52
1 3 49
3 1 26
1 4 20
4 1 28
1 5 97
5 1 86
1 6 10
6 1 59
1 7 84
7 1 72
1 9 25
9 1 85
1 10 16
10 1 61
1 12 100
12 1 11
1 13 11
13 1 62
1 14 68
14 1 14
1 15 100
15 1 61
1 16 40
16 1 63
1 18 62
18 1 94
1 19 94
19 1 31
2 3 4
3 2 61
2 4 82
4 2 20
2 7 35
7 2 76
2 8 82
8 2 62
2 11 2
11 2 0
2 13 40
13 2 92
2 14 74
14 2 31
2 15 44
15 2 26
2 16 99
16 2 52
2 17 68
17 2 39
2 18 33
18 2 37
2 19 85
19 2 62
3 4 37
4 3 34
3 5 34
5 3 57
3 6 71
6 3 74
3 9 80
9 3 3
3 10 5
10 3 7
3 11 44
11 3 81
3 12 16
12 3 91
3 13 30
13 3 84
3 14 53
14 3 3
3 15 97
15 3 70
3 16 70
16 3 46
3 17 90
17 3 73
3 18 18
18 3 43
3 19 35
19 3 35
4 5 83
5 4 2
4 6 13
6 4 44
4 9 2
9 4 11
4 11 61
11 4 37
4 12 27
12 4 75
4 13 18
13 4 79
4 14 88
14 4 86
4 18 13
18 4 94
4 19 58
19 4 97
5 6 13
6 5 4
5 7 52
7 5 15
5 8 80
8 5 81
5 9 33
9 5 91
5 10 75
10 5 6
5 11 41
11 5 5
5 12 5
12 5 86
5 13 33
13 5 8
5 15 24
15 5 32
5 16 26
16 5 53
5 17 76
17 5 1
5 18 64
18 5 59
6 7 52
7 6 20
6 8 44
8 6 21
6 9 57
9 6 43
6 10 52
10 6 73
6 12 99
12 6 80
6 14 61
14 6 26
6 15 61
15 6 7
6 16 77
16 6 60
6 17 90
17 6 77
6 18 53
18 6 14
6 19 55
19 6 28
7 8 84
8 7 67
7 9 10
9 7 54
7 10 55
10 7 7
7 12 11
12 7 3
7 14 8
14 7 15
7 15 38
15 7 79
7 16 61
16 7 43
7 17 68
17 7 75
7 18 16
18 7 36
7 19 59
19 7 61
8 9 61
9 8 0
8 10 7
10 8 7
8 11 44
11 8 37
8 12 79
12 8 99
8 13 72
13 8 99
8 14 71
14 8 1
8 16 93
16 8 47
8 17 36
17 8 23
8 18 60
18 8 46
8 19 64
19 8 9
9 11 82
11 9 75
9 12 13
12 9 71
9 14 58
14 9 64
9 15 29
15 9 38
9 16 56
16 9 97
9 17 14
17 9 82
9 18 52
18 9 19
10 12 29
12 10 13
10 13 79
13 10 88
10 14 70
14 10 36
10 15 28
15 10 62
10 16 44
16 10 84
10 17 14
17 10 81
10 18 7
18 10 40
10 19 71
19 10 78
11 12 28
12 11 61
11 13 84
13 11 84
11 14 3
14 11 33
11 15 43
15 11 13
11 16 37
16 11 21
11 17 44
17 11 83
11 18 60
18 11 75
11 19 11
19 11 28
12 13 91
13 12 71
12 14 20
14 12 81
12 15 11
15 12 52
12 16 62
16 12 43
12 18 60
18 12 88
12 19 85
19 12 54
13 14 42
14 13 65
13 15 61
15 13 54
13 17 15
17 13 40
13 19 32
19 13 63
14 16 70
16 14 22
14 17 18
17 14 2
14 18 82
18 14 85
14 19 62
19 14 18
15 16 54
16 15 66
15 19 7
19 15 95
16 17 87
17 16 65
16 18 69
18 16 39
16 19 76
19 16 19
17 18 69
18 17 23
17 19 18
19 17 38
18 19 57
19 18 21
