20
27
76
0 1
0 2
1 3
2 3
3 4
4 5
5 6
6 7
7 8
8 9
8 10
9 11
9 12
10 11
11 13
11 14
12 13
13 15
13 16
14 15
14 16
15 17
15 18
16 17
16 18
17 19
18 19
0 10 11
10 0 67
0 11 88
11 0 86
0 13 48
13 0 58
1 2 69
2 1 68
1 6 5
6 1 28
1 17 79
17 1 34
2 4 47
4 2 36
2 7 93
7 2 45
2 8 63
8 2 1
2 9 73
9 2 96
2 12 59
12 2 28
2 14 83
14 2 43
3 5 47
5 3 55
3 16 72
16 3 64
4 15 96
15 4 5
4 16 27
16 4 45
5 8 47
8 5 13
5 11 7
11 5 41
5 19 87
19 5 33
6 8 71
8 6 80
6 19 6
19 6 39
7 9 64
9 7 21
7 12 56
12 7 31
7 13 63
13 7 50
7 19 34
19 7 73
8 12 80
12 8 49
9 10 8
10 9 76
9 13 18
13 9 39
9 14 9
14 9 8
10 12 33
12 10 20
10 14 31
14 10 80
10 19 96
19 10 82
11 12 72
12 11 19
12 14 8
14 12 6
13 14 63
14 13 52
13 19 20
19 13 58
15 16 38
16 15 62
17 18 52
18 17 19
