15
22
114
0 2
1 4
1 5
1 6
2 3
2 6
3 4
3 5
4 7
4 10
5 7
6 7
6 8
7 9
7 11
8 9
8 11
9 12
10 13
11 13
12 14
13 14
0 1 27
1 0 79
0 3 93
3 0 69
0 5 35
5 0 30
0 6 18
6 0 47
0 7 70
7 0 15
0 9 69
9 0 50
0 10 64
10 0 59
0 14 77
14 0 55
1 2 29
2 1 57
1 3 17
3 1 85
1 7 63
7 1 60
1 8 72
8 1 90
1 9 34
9 1 86
1 10 12
10 1 9
1 12 77
12 1 55
1 14 3
14 1 48
2 9 92
9 2 9
2 10 51
10 2 2
2 11 76
11 2 98
2 13 8
13 2 59
2 14 89
14 2 97
3 6 59
6 3 81
3 7 61
7 3 68
3 8 73
8 3 25
3 9 40
9 3 64
3 12 36
12 3 59
3 13 52
13 3 12
4 5 60
5 4 57
4 6 46
6 4 49
4 8 31
8 4 29
4 9 15
9 4 94
4 13 31
13 4 72
5 6 84
6 5 31
5 8 75
8 5 99
5 10 85
10 5 28
5 11 61
11 5 19
5 13 89
13 5 31
5 14 24
14 5 96
6 9 10
9 6 7
6 10 26
10 6 93
6 13 73
13 6 14
7 8 87
8 7 40
7 10 16
10 7 70
7 12 88
12 7 70
7 13 25
13 7 29
8 10 50
10 8 52
8 13 10
13 8 8
9 10 26
10 9 53
9 11 24
11 9 80
9 13 81
13 9 51
9 14 8
14 9 21
10 11 80
11 10 45
10 12 79
12 10 31
10 14 15
14 10 95
11 12 51
12 11 40
11 14 33
14 11 90
12 13 59
13 12 45
