20
23
66
0 1
1 2
1 3
2 4
3 4
4 5
5 6
5 7
6 8
7 8
8 9
8 10
9 11
10 11
11 12
12 13
13 14
14 15
15 16
16 17
16 18
17 19
18 19
0 5 59
5 0 10
0 6 59
6 0 33
0 7 77
7 0 71
0 11 46
11 0 69
1 17 63
17 1 4
2 3 55
3 2 63
2 9 26
9 2 27
2 12 29
12 2 33
2 16 100
16 2 1
2 17 5
17 2 1
2 18 91
18 2 92
3 7 100
7 3 7
4 9 31
9 4 69
4 12 7
12 4 91
5 15 85
15 5 89
6 7 16
7 6 6
6 15 29
15 6 34
6 17 98
17 6 55
6 18 78
18 6 55
7 12 56
12 7 42
7 16 46
16 7 1
7 18 17
18 7 78
7 19 47
19 7 20
8 11 31
11 8 65
9 10 81
10 9 21
9 12 35
12 9 42
9 17 93
17 9 47
10 19 32
19 10 29
12 17 55
17 12 100
12 18 19
18 12 75
12 19 93
19 12 98
14 17 80
17 14 37
17 18 6
18 17 75
