15
19
156
0 1
0 13
1 3
1 7
2 5
2 9
3 9
3 14
4 13
5 6
5 7
6 11
7 11
8 9
8 11
8 13
9 10
9 12
11 14
0 2 59
2 0 77
0 3 19
3 0 71
0 4 6
4 0 9
0 5 25
5 0 54
0 6 53
6 0 98
0 7 53
7 0 6
0 8 96
8 0 84
0 9 40
9 0 10
0 10 52
10 0 0
0 11 16
11 0 91
0 12 26
12 0 17
1 2 42
2 1 74
1 4 50
4 1 92
1 5 47
5 1 34
1 6 54
6 1 49
1 8 13
8 1 93
1 9 6
9 1 37
1 11 68
11 1 61
1 12 30
12 1 18
1 13 80
13 1 43
1 14 60
14 1 87
2 3 72
3 2 52
2 4 25
4 2 63
2 8 63
8 2 75
2 10 17
10 2 74
2 11 76
11 2 72
2 13 46
13 2 88
2 14 75
14 2 92
3 4 35
4 3 29
3 5 100
5 3 32
3 6 85
6 3 13
3 7 11
7 3 13
3 8 47
8 3 35
3 11 94
11 3 71
3 12 87
12 3 71
3 13 50
13 3 34
4 5 1
5 4 97
4 6 42
6 4 31
4 7 76
7 4 69
4 8 46
8 4 42
4 9 34
9 4 51
4 10 17
10 4 97
4 11 80
11 4 59
4 12 10
12 4 59
4 14 33
14 4 77
5 8 71
8 5 46
5 9 69
9 5 63
5 10 4
10 5 55
5 12 63
12 5 26
5 13 27
13 5 29
5 14 33
14 5 100
6 7 1
7 6 5
6 8 1
8 6 91
6 9 92
9 6 100
6 10 7
10 6 31
6 12 69
12 6 7
6 13 91
13 6 85
7 8 89
8 7 16
7 9 6
9 7 29
7 10 34
10 7 98
7 12 55
12 7 78
7 13 55
13 7 56
7 14 42
14 7 46
8 10 1
10 8 17
8 12 78
12 8 47
8 14 20
14 8 31
9 11 65
11 9 81
9 13 21
13 9 35
9 14 42
14 9 93
10 11 47
11 10 32
10 12 29
12 10 55
10 13 100
13 10 19
10 14 75
14 10 93
11 12 98
12 11 80
11 13 37
13 11 6
12 13 75
13 12 44
12 14 75
14 12 54
13 14 75
14 13 31
