rp_n10_p0.20_s2.txt;71;71;130;1;1,830985915
rp_n10_p0.20_s3.txt;47;47;65;1;1,382978723
rp_n10_p0.20_s1.txt;103;103;103;1;1
rp_n15_p0.20_s2.txt;260;260;437;1;1,680769231
rp_n15_p0.20_s3.txt;101;101;296;1;2,930693069
rp_n15_p0.20_s1.txt;154;154;200;1;1,298701299
rp_n20_p0.20_s2.txt;595;595;685;1;1,151260504
rp_n20_p0.20_s1.txt;321;321;321;1;1
rp_n20_p0.20_s3.txt;659;659;977;1;1,482549317
rp_n25_p0.20_s3.txt;1505;1505;1629;1;1,082392027
rp_n25_p0.20_s2.txt;460;460;1120;1;2,434782609
rp_n25_p0.20_s1.txt;1189;1189;1984;1;1,6686291
rp_n30_p0.20_s1.txt;1125;1125;2893;1;2,571555556
rp_n30_p0.20_s2.txt;2147;1540;2147;1,394155844;1,394155844
rp_n30_p0.20_s3.txt;1139;1139;2665;1;2,33977173
rp_n35_p0.20_s2.txt;4304;4304;6499;1;1,509990706
rp_n35_p0.20_s3.txt;3200;3200;4752;1;1,485
rp_n35_p0.20_s1.txt;4733;4733;5154;1;1,088949926
rp_n40_p0.20_s3.txt;5618;5778;7192;0,972308757;1,280170879
rp_n40_p0.20_s2.txt;3700;3700;5556;1;1,501621622
rp_n40_p0.20_s1.txt;4523;4808;5377;0,940723794;1,188812735
rp_n45_p0.20_s3.txt;8880;8880;12334;1;1,388963964
rp_n45_p0.20_s1.txt;10717;10717;13229;1;1,234393954
rp_n45_p0.20_s2.txt;2134;2134;3902;1;1,828491097
rp_n50_p0.20_s2.txt;10085;10085;12012;1;1,191075855
rp_n50_p0.20_s1.txt;9623;9989;10653;0,963359696;1,107035228
rp_n50_p0.20_s3.txt;5178;5178;7330;1;1,41560448
rp_n55_p0.20_s2.txt;9614;9614;16994;1;1,767630539
rp_n55_p0.20_s1.txt;10138;10138;13888;1;1,369895443
rp_n55_p0.20_s3.txt;11394;11394;12198;1;1,070563454
rp_n60_p0.20_s3.txt;17290;17290;24267;1;1,403528051
rp_n60_p0.20_s2.txt;20244;20244;23722;1;1,171803991
rp_n60_p0.20_s1.txt;14170;14935;18272;0,948778038;1,289484827
rp_n65_p0.20_s3.txt;15939;15939;23107;1;1,449714537
rp_n65_p0.20_s2.txt;14402;14402;20682;1;1,436050549
rp_n65_p0.20_s1.txt;22746;22746;29706;1;1,305987866
rp_n70_p0.20_s2.txt;17726;18559;26188;0,955116116;1,477377863
rp_n70_p0.20_s3.txt;34879;37663;46143;0,9260813;1,322945039
rp_n70_p0.20_s1.txt;17062;14625;21806;1,166632479;1,491008547
rp_n75_p0.20_s3.txt;22590;22590;25183;1;1,114785303
rp_n75_p0.20_s2.txt;25746;25746;29244;1;1,135865766
rp_n75_p0.20_s1.txt;17409;17409;28694;1;1,648227928
rp_n80_p0.20_s3.txt;32164;32164;44791;1;1,392581768
rp_n80_p0.20_s1.txt;40186;40186;45606;1;1,134872841
rp_n80_p0.20_s2.txt;34523;34523;50224;1;1,45479825
