15
38
52
0 2
0 3
0 5
0 8
0 12
1 2
1 4
1 5
1 7
1 9
1 13
2 4
2 8
2 12
2 14
3 5
3 10
3 14
4 6
4 7
4 13
5 7
5 12
5 13
6 7
6 10
6 11
6 14
7 9
7 10
7 11
7 12
8 13
10 11
10 12
10 13
11 12
13 14
0 1 126
1 0 179
1 3 7
3 1 131
2 3 172
3 2 81
2 5 59
5 2 190
3 4 127
4 3 46
3 6 29
6 3 53
3 8 52
8 3 79
4 5 56
5 4 73
4 8 52
8 4 125
5 6 40
6 5 102
5 8 12
8 5 81
6 8 58
8 6 149
7 8 44
8 7 140
8 9 58
9 8 92
8 10 138
10 8 181
8 11 127
11 8 197
8 12 219
12 8 127
9 10 155
10 9 214
9 11 203
11 9 173
9 12 163
12 9 14
9 13 180
13 9 134
9 14 4
14 9 102
11 13 47
13 11 72
11 14 221
14 11 206
12 13 128
13 12 91
12 14 0
14 12 127

