rp_n10_p0.60_s2.txt,106,106,106
rp_n10_p0.60_s1.txt,135,124,154
rp_n10_p0.60_s3.txt,204,143,362
rp_n15_p0.60_s2.txt,665,665,718
rp_n15_p0.60_s1.txt,398,351,515
rp_n15_p0.60_s3.txt,394,394,634
rp_n20_p0.60_s2.txt,874,874,1083
rp_n20_p0.60_s3.txt,852,641,852
rp_n20_p0.60_s1.txt,1118,964,1435
rp_n25_p0.60_s3.txt,2439,2393,3248
rp_n25_p0.60_s2.txt,3265,3196,3428
rp_n25_p0.60_s1.txt,2057,2057,2057
rp_n30_p0.60_s2.txt,4991,4134,5358
rp_n30_p0.60_s1.txt,3749,3965,5240
rp_n30_p0.60_s3.txt,4952,4354,5461
rp_n35_p0.60_s1.txt,4961,6058,8766
rp_n35_p0.60_s2.txt,5905,6736,7476
rp_n35_p0.60_s3.txt,6350,6485,6533
rp_n40_p0.60_s3.txt,7946,8745,8927
rp_n40_p0.60_s2.txt,9132,11263,11933
rp_n40_p0.60_s1.txt,7908,7543,9875
rp_n45_p0.60_s2.txt,11734,9758,12407
rp_n45_p0.60_s3.txt,14191,12790,16625
rp_n45_p0.60_s1.txt,9831,13029,13073
rp_n50_p0.60_s1.txt,20093,20149,20820
rp_n50_p0.60_s2.txt,19004,15186,21638
rp_n50_p0.60_s3.txt,18915,19405,20587
rp_n55_p0.60_s1.txt,21299,20664,21299
rp_n55_p0.60_s3.txt,28465,27073,33931
rp_n55_p0.60_s2.txt,27965,30971,32640
rp_n60_p0.60_s3.txt,30857,32945,32674
rp_n60_p0.60_s1.txt,41161,31297,46193
rp_n60_p0.60_s2.txt,47653,44196,49187
rp_n65_p0.60_s2.txt,31463,28568,37653
rp_n65_p0.60_s3.txt,43965,38964,50669
rp_n65_p0.60_s1.txt,37808,35567,48831
rp_n70_p0.60_s2.txt,52276,42535,57402
rp_n70_p0.60_s3.txt,50771,67551,61179
rp_n70_p0.60_s1.txt,40950,47526,45945
rp_n75_p0.60_s2.txt,70404,64356,73452
rp_n75_p0.60_s3.txt,56582,67116,73197
rp_n75_p0.60_s1.txt,47552,48930,70249
rp_n80_p0.60_s1.txt,82321,73664,96508
rp_n80_p0.60_s3.txt,69938,74391,75581
rp_n80_p0.60_s2.txt,52007,53899,70499
