./../../../../large-instances/rp_n100_p0.40_s2.txt,107892,0.035
./../../../../large-instances/rp_n100_p0.40_s1.txt,92062,0.037
./../../../../large-instances/rp_n100_p0.40_s3.txt,72937,0.035
./../../../../large-instances/rp_n200_p0.40_s1.txt,739667,0.143
./../../../../large-instances/rp_n200_p0.40_s2.txt,811101,0.143
./../../../../large-instances/rp_n200_p0.40_s3.txt,842624,0.147
./../../../../large-instances/rp_n300_p0.40_s1.txt,1288297,0.322
./../../../../large-instances/rp_n300_p0.40_s2.txt,1112091,0.315
./../../../../large-instances/rp_n300_p0.40_s3.txt,1112300,0.316
./../../../../large-instances/rp_n400_p0.40_s2.txt,1479957,0.567
./../../../../large-instances/rp_n400_p0.40_s3.txt,1829501,0.591
./../../../../large-instances/rp_n400_p0.40_s1.txt,1553561,0.58
./../../../../large-instances/rp_n500_p0.40_s2.txt,1795928,0.926
./../../../../large-instances/rp_n500_p0.40_s1.txt,1873564,0.925
./../../../../large-instances/rp_n500_p0.40_s3.txt,1815906,0.948
./../../../../large-instances/rp_n750_p0.40_s1.txt,2555979,2.406
./../../../../large-instances/rp_n750_p0.40_s3.txt,2935200,2.431
./../../../../large-instances/rp_n750_p0.40_s2.txt,2869959,2.482
./../../../../large-instances/rp_n1000_p0.40_s3.txt,3797393,6.966
./../../../../large-instances/rp_n1000_p0.40_s2.txt,3674721,6.737
./../../../../large-instances/rp_n1000_p0.40_s1.txt,3913482,6.287
