./../../../../large-instances/rp_n100_p0.60_s2.txt,109679,0.046
./../../../../large-instances/rp_n100_p0.60_s1.txt,115217,0.041
./../../../../large-instances/rp_n100_p0.60_s3.txt,110341,0.04
./../../../../large-instances/rp_n200_p0.60_s1.txt,1047860,0.143
./../../../../large-instances/rp_n200_p0.60_s2.txt,971411,0.159
./../../../../large-instances/rp_n200_p0.60_s3.txt,1001628,0.165
./../../../../large-instances/rp_n300_p0.60_s3.txt,1391925,0.325
./../../../../large-instances/rp_n300_p0.60_s1.txt,1652358,0.335
./../../../../large-instances/rp_n300_p0.60_s2.txt,1478809,0.32
./../../../../large-instances/rp_n400_p0.60_s2.txt,2121185,0.694
./../../../../large-instances/rp_n400_p0.60_s1.txt,1914369,0.71
./../../../../large-instances/rp_n400_p0.60_s3.txt,2152306,0.732
./../../../../large-instances/rp_n500_p0.60_s2.txt,2621526,1.36
./../../../../large-instances/rp_n500_p0.60_s1.txt,2708524,1.445
./../../../../large-instances/rp_n500_p0.60_s3.txt,2470982,1.378
./../../../../large-instances/rp_n750_p0.60_s2.txt,3718633,3.468
./../../../../large-instances/rp_n750_p0.60_s3.txt,4163196,3.479
./../../../../large-instances/rp_n750_p0.60_s1.txt,3892204,3.472
./../../../../large-instances/rp_n1000_p0.60_s1.txt,5452012,6.48
./../../../../large-instances/rp_n1000_p0.60_s3.txt,5367085,6.498
./../../../../large-instances/rp_n1000_p0.60_s2.txt,5144129,6.499
