115234;rp_n100_p0.40_s1.txt;92062
107774;rp_n100_p0.40_s1.txt;89518
112690;rp_n100_p0.40_s1.txt;89518
114926;rp_n100_p0.40_s1.txt;92062
114926;rp_n100_p0.40_s1.txt;92062
112690;rp_n100_p0.40_s1.txt;89518
123632;rp_n100_p0.40_s2.txt;101996
117884;rp_n100_p0.40_s2.txt;100907
122350;rp_n100_p0.40_s2.txt;107447
126870;rp_n100_p0.40_s2.txt;105552
130755;rp_n100_p0.40_s2.txt;110558
109588;rp_n100_p0.40_s2.txt;94508
123566;rp_n100_p0.40_s3.txt;89362
106921;rp_n100_p0.40_s3.txt;77445
106921;rp_n100_p0.40_s3.txt;77445
107124;rp_n100_p0.40_s3.txt;81422
121685;rp_n100_p0.40_s3.txt;92209
99259;rp_n100_p0.40_s3.txt;77221
4399185;rp_n1000_p0.40_s1.txt;3864600
4424493;rp_n1000_p0.40_s1.txt;3884505
4361924;rp_n1000_p0.40_s1.txt;3866571
4260071;rp_n1000_p0.40_s1.txt;3774699
4328256;rp_n1000_p0.40_s1.txt;3774572
4456491;rp_n1000_p0.40_s1.txt;3931114
4521583;rp_n1000_p0.40_s2.txt;3720052
4296781;rp_n1000_p0.40_s2.txt;3568926
4384641;rp_n1000_p0.40_s2.txt;3633526
4564123;rp_n1000_p0.40_s2.txt;3713211
4486765;rp_n1000_p0.40_s2.txt;3698594
4399542;rp_n1000_p0.40_s2.txt;3649129
4452151;rp_n1000_p0.40_s3.txt;3767883
4319843;rp_n1000_p0.40_s3.txt;3730406
4458685;rp_n1000_p0.40_s3.txt;3777105
4440974;rp_n1000_p0.40_s3.txt;3752026
4511244;rp_n1000_p0.40_s3.txt;3825660
4455472;rp_n1000_p0.40_s3.txt;3784153
882085;rp_n200_p0.40_s1.txt;711227
852567;rp_n200_p0.40_s1.txt;698186
850219;rp_n200_p0.40_s1.txt;700539
856847;rp_n200_p0.40_s1.txt;707564
893540;rp_n200_p0.40_s1.txt;720095
855152;rp_n200_p0.40_s1.txt;705472
1011083;rp_n200_p0.40_s2.txt;811101
969997;rp_n200_p0.40_s2.txt;794159
930079;rp_n200_p0.40_s2.txt;761544
1002124;rp_n200_p0.40_s2.txt;794695
974955;rp_n200_p0.40_s2.txt;782785
944460;rp_n200_p0.40_s2.txt;749583
1043754;rp_n200_p0.40_s3.txt;917594
996178;rp_n200_p0.40_s3.txt;860313
1022356;rp_n200_p0.40_s3.txt;899387
1048903;rp_n200_p0.40_s3.txt;898352
1022127;rp_n200_p0.40_s3.txt;884151
1095846;rp_n200_p0.40_s3.txt;921806
1616633;rp_n300_p0.40_s1.txt;1320568
1611465;rp_n300_p0.40_s1.txt;1364415
1569444;rp_n300_p0.40_s1.txt;1275997
1630855;rp_n300_p0.40_s1.txt;1362942
1646997;rp_n300_p0.40_s1.txt;1336567
1652430;rp_n300_p0.40_s1.txt;1377051
1278609;rp_n300_p0.40_s2.txt;1080846
1271319;rp_n300_p0.40_s2.txt;1115314
1271800;rp_n300_p0.40_s2.txt;1056129
1286900;rp_n300_p0.40_s2.txt;1055458
1244675;rp_n300_p0.40_s2.txt;1075205
1272082;rp_n300_p0.40_s2.txt;1085430
1262549;rp_n300_p0.40_s3.txt;1050853
1276753;rp_n300_p0.40_s3.txt;1114095
1206493;rp_n300_p0.40_s3.txt;1066490
1222011;rp_n300_p0.40_s3.txt;1075973
1250418;rp_n300_p0.40_s3.txt;1061081
1263891;rp_n300_p0.40_s3.txt;1112265
1838888;rp_n400_p0.40_s1.txt;1580233
1845949;rp_n400_p0.40_s1.txt;1606932
1832055;rp_n400_p0.40_s1.txt;1557143
1880852;rp_n400_p0.40_s1.txt;1584400
1804693;rp_n400_p0.40_s1.txt;1577632
1867610;rp_n400_p0.40_s1.txt;1637824
1789275;rp_n400_p0.40_s2.txt;1442627
1810781;rp_n400_p0.40_s2.txt;1471849
1773351;rp_n400_p0.40_s2.txt;1397319
1845459;rp_n400_p0.40_s2.txt;1444679
1759652;rp_n400_p0.40_s2.txt;1416872
1825574;rp_n400_p0.40_s2.txt;1477391
2068928;rp_n400_p0.40_s3.txt;1755069
2136785;rp_n400_p0.40_s3.txt;1784432
2179044;rp_n400_p0.40_s3.txt;1824085
2091158;rp_n400_p0.40_s3.txt;1771478
2113516;rp_n400_p0.40_s3.txt;1773668
1918633;rp_n400_p0.40_s3.txt;1662435
2232116;rp_n500_p0.40_s1.txt;1845632
2240939;rp_n500_p0.40_s1.txt;1851897
2168604;rp_n500_p0.40_s1.txt;1811221
2267437;rp_n500_p0.40_s1.txt;1836623
2257985;rp_n500_p0.40_s1.txt;1879468
2159046;rp_n500_p0.40_s1.txt;1798623
2076865;rp_n500_p0.40_s2.txt;1812987
2017215;rp_n500_p0.40_s2.txt;1724378
2039210;rp_n500_p0.40_s2.txt;1761195
1989913;rp_n500_p0.40_s2.txt;1705007
2043018;rp_n500_p0.40_s2.txt;1752973
2055650;rp_n500_p0.40_s2.txt;1730851
2069891;rp_n500_p0.40_s3.txt;1815274
2061938;rp_n500_p0.40_s3.txt;1767057
2116675;rp_n500_p0.40_s3.txt;1820570
2107821;rp_n500_p0.40_s3.txt;1785487
2092075;rp_n500_p0.40_s3.txt;1784925
2064295;rp_n500_p0.40_s3.txt;1805826
3161888;rp_n750_p0.40_s1.txt;2617666
3202083;rp_n750_p0.40_s1.txt;2678830
3102701;rp_n750_p0.40_s1.txt;2652533
3181238;rp_n750_p0.40_s1.txt;2726977
3022300;rp_n750_p0.40_s1.txt;2539711
2977113;rp_n750_p0.40_s1.txt;2532232
3331925;rp_n750_p0.40_s2.txt;2818422
3464522;rp_n750_p0.40_s2.txt;2881694
3442777;rp_n750_p0.40_s2.txt;2910732
3423132;rp_n750_p0.40_s2.txt;2899038
3459719;rp_n750_p0.40_s2.txt;2883241
3450551;rp_n750_p0.40_s2.txt;2885160
3589809;rp_n750_p0.40_s3.txt;2989022
3558352;rp_n750_p0.40_s3.txt;2979046
3570333;rp_n750_p0.40_s3.txt;2958725
3478742;rp_n750_p0.40_s3.txt;2884154
3539799;rp_n750_p0.40_s3.txt;2927412
3427112;rp_n750_p0.40_s3.txt;2854944
