rp_n10_p0.80_s2.txt,165,0.001,187,0.003
rp_n10_p0.80_s3.txt,178,0.001,137,0.003
rp_n10_p0.80_s1.txt,150,0.002,142,0.003
rp_n15_p0.80_s1.txt,541,0.003,458,0.006
rp_n15_p0.80_s3.txt,412,0.002,749,0.005
rp_n15_p0.80_s2.txt,644,0.003,377,0.005
rp_n20_p0.80_s1.txt,1062,0.002,666,0.011
rp_n20_p0.80_s2.txt,1124,0.002,1066,0.01
rp_n20_p0.80_s3.txt,1048,0.003,1190,0.009
rp_n25_p0.80_s3.txt,2253,0.003,3065,0.016
rp_n25_p0.80_s2.txt,1541,0.003,1296,0.016
rp_n25_p0.80_s1.txt,2086,0.003,1317,0.016
rp_n30_p0.80_s3.txt,3001,0.004,3585,0.027
rp_n30_p0.80_s2.txt,1974,0.004,2591,0.027
rp_n30_p0.80_s1.txt,3522,0.004,3685,0.027
rp_n35_p0.80_s2.txt,8507,0.006,4266,0.042
rp_n35_p0.80_s3.txt,4587,0.006,3752,0.037
rp_n35_p0.80_s1.txt,5456,0.006,6578,0.042
rp_n40_p0.80_s2.txt,7832,0.006,9010,0.055
rp_n40_p0.80_s1.txt,5081,0.006,7994,0.061
rp_n40_p0.80_s3.txt,8555,0.007,8409,0.056
rp_n45_p0.80_s3.txt,12376,0.008,12044,0.075
rp_n45_p0.80_s2.txt,12930,0.007,11894,0.077
rp_n45_p0.80_s1.txt,10099,0.01,10553,0.076
rp_n50_p0.80_s2.txt,11948,0.012,22600,0.101
rp_n50_p0.80_s3.txt,15102,0.011,17608,0.11
rp_n50_p0.80_s1.txt,15370,0.009,13092,0.106
rp_n55_p0.80_s3.txt,17940,0.013,24455,0.138
rp_n55_p0.80_s2.txt,17441,0.01,17866,0.139
rp_n55_p0.80_s1.txt,26267,0.013,24322,0.141
rp_n60_p0.80_s1.txt,17843,0.012,30793,0.176
rp_n60_p0.80_s2.txt,24361,0.015,32357,0.182
rp_n60_p0.80_s3.txt,21935,0.013,28906,0.176
rp_n65_p0.80_s2.txt,25396,0.013,31016,0.227
rp_n65_p0.80_s3.txt,31594,0.016,31779,0.226
rp_n65_p0.80_s1.txt,33531,0.013,33955,0.223
rp_n70_p0.80_s1.txt,43034,0.017,34355,0.279
rp_n70_p0.80_s2.txt,30791,0.018,30572,0.272
rp_n70_p0.80_s3.txt,35577,0.016,33085,0.274
rp_n75_p0.80_s2.txt,48227,0.019,48834,0.33
rp_n75_p0.80_s3.txt,47019,0.02,48259,0.333
rp_n75_p0.80_s1.txt,30223,0.021,44288,0.327
rp_n80_p0.80_s2.txt,37265,0.019,60091,0.417
rp_n80_p0.80_s3.txt,60396,0.021,60325,0.414
rp_n80_p0.80_s1.txt,52182,0.021,59880,0.392
