rp_n100_p0.40_s2.txt,119715,0.056,78384,2.263
rp_n100_p0.40_s1.txt,141514,0.056,64849,2.329
rp_n100_p0.40_s3.txt,91128,0.056,60739,2.33
rp_n200_p0.40_s1.txt,909314,0.214,675422,18.589
rp_n200_p0.40_s2.txt,894729,0.215,700741,18.344
rp_n200_p0.40_s3.txt,885252,0.219,777746,18.177
rp_n300_p0.40_s1.txt,1218600,0.477,828596,62.215
rp_n300_p0.40_s2.txt,1174390,0.478,813003,62.015
rp_n300_p0.40_s3.txt,1103397,0.471,867301,61.721
rp_n400_p0.40_s2.txt,1560097,0.837,1023797,146.054
rp_n400_p0.40_s3.txt,1787220,0.847,1389465,145.47
rp_n400_p0.40_s1.txt,1510156,0.846,1195970,147.073
rp_n500_p0.40_s2.txt,2159020,1.3,1472853,284.945
rp_n500_p0.40_s1.txt,2033272,1.314,1486844,286.005
rp_n500_p0.40_s3.txt,2078495,1.303,1527528,284.404
rp_n750_p0.40_s1.txt,3069977,2.922,2182988,961.305
rp_n750_p0.40_s3.txt,3144710,2.939,2310591,962.217
rp_n750_p0.40_s2.txt,2795201,2.885,2342405,959.08
rp_n1000_p0.40_s3.txt,3662799,5.187,2976841,2282.64
rp_n1000_p0.40_s2.txt,3981843,5.212,2727685,2263.72
rp_n1000_p0.40_s1.txt,4091493,5.142,2873511,2276.17
