rp_n100_p0.60_s2.txt,132047,0.041,87074,1.492
rp_n100_p0.60_s1.txt,129375,0.04,93882,1.574
rp_n100_p0.60_s3.txt,125954,0.04,94102,1.556
rp_n200_p0.60_s1.txt,870392,0.156,858256,12.39
rp_n200_p0.60_s2.txt,830953,0.154,776476,11.86
rp_n200_p0.60_s3.txt,782064,0.156,722631,12.189
rp_n300_p0.60_s3.txt,1198380,0.342,1070940,41.126
rp_n300_p0.60_s1.txt,1387869,0.345,1198676,41.094
rp_n300_p0.60_s2.txt,1316223,0.34,984839,40.569
rp_n400_p0.60_s2.txt,1819136,0.604,1650974,96.693
rp_n400_p0.60_s1.txt,1516281,0.595,1447393,97.518
rp_n400_p0.60_s3.txt,1775285,0.598,1453770,97.079
rp_n500_p0.60_s2.txt,2221000,0.934,2034989,188.818
rp_n500_p0.60_s1.txt,2217932,0.93,2054606,189.785
rp_n500_p0.60_s3.txt,1934393,0.916,1846926,190.086
rp_n750_p0.60_s2.txt,3332240,2.048,2665001,638.605
rp_n750_p0.60_s3.txt,3262836,2.064,2907898,638.91
rp_n750_p0.60_s1.txt,3118807,2.046,2722319,641.813
rp_n1000_p0.60_s1.txt,4193147,3.638,3790385,1516.05
rp_n1000_p0.60_s3.txt,4130748,3.666,3770956,1515.13
rp_n1000_p0.60_s2.txt,4086176,3.61,3701598,1508.37
