../small-instances/rp_n10_p0.20_s2.txt,71,0
../small-instances/rp_n10_p0.20_s3.txt,47,0
../small-instances/rp_n10_p0.20_s1.txt,94,0
../small-instances/rp_n15_p0.20_s2.txt,260,0
../small-instances/rp_n15_p0.20_s3.txt,101,0
../small-instances/rp_n15_p0.20_s1.txt,154,0
../small-instances/rp_n20_p0.20_s2.txt,595,0.001
../small-instances/rp_n20_p0.20_s1.txt,321,0
../small-instances/rp_n20_p0.20_s3.txt,488,0
../small-instances/rp_n25_p0.20_s3.txt,1225,0
../small-instances/rp_n25_p0.20_s2.txt,460,0.001
../small-instances/rp_n25_p0.20_s1.txt,701,0
../small-instances/rp_n30_p0.20_s1.txt,1125,0
../small-instances/rp_n30_p0.20_s2.txt,1655,0
../small-instances/rp_n30_p0.20_s3.txt,850,0.001
../small-instances/rp_n35_p0.20_s2.txt,4304,0
../small-instances/rp_n35_p0.20_s3.txt,3200,0.001
../small-instances/rp_n35_p0.20_s1.txt,5184,0.001
../small-instances/rp_n40_p0.20_s3.txt,5609,0
../small-instances/rp_n40_p0.20_s2.txt,3304,0
../small-instances/rp_n40_p0.20_s1.txt,3756,0
../small-instances/rp_n45_p0.20_s3.txt,7532,0.001
../small-instances/rp_n45_p0.20_s1.txt,6648,0.001
../small-instances/rp_n45_p0.20_s2.txt,2134,0
../small-instances/rp_n50_p0.20_s2.txt,8367,0
../small-instances/rp_n50_p0.20_s1.txt,8432,0.001
../small-instances/rp_n50_p0.20_s3.txt,5178,0
../small-instances/rp_n55_p0.20_s2.txt,8403,0.001
../small-instances/rp_n55_p0.20_s1.txt,10047,0
../small-instances/rp_n55_p0.20_s3.txt,10207,0
../small-instances/rp_n60_p0.20_s3.txt,13492,0.001
../small-instances/rp_n60_p0.20_s2.txt,15684,0.001
../small-instances/rp_n60_p0.20_s1.txt,7206,0.001
../small-instances/rp_n65_p0.20_s3.txt,14179,0.001
../small-instances/rp_n65_p0.20_s2.txt,12882,0.001
../small-instances/rp_n65_p0.20_s1.txt,25227,0.001
../small-instances/rp_n70_p0.20_s2.txt,13191,0.001
../small-instances/rp_n70_p0.20_s3.txt,31207,0.001
../small-instances/rp_n70_p0.20_s1.txt,12712,0.001
../small-instances/rp_n75_p0.20_s3.txt,19400,0.002
../small-instances/rp_n75_p0.20_s2.txt,21606,0.002
../small-instances/rp_n75_p0.20_s1.txt,17409,0.001
../small-instances/rp_n80_p0.20_s3.txt,28294,0.001
../small-instances/rp_n80_p0.20_s1.txt,37403,0.001
../small-instances/rp_n80_p0.20_s2.txt,27951,0.001
