100	96	95	99	98	97	94	93	91	92	90	85	89	88	87	86	84	79	81	83	82	80	77	78	76	69	74	75	72	73	70	67	68	71	66	64	65	55	62	63	61	60	56	59	57	58	54	52	51	44	53	49	50	48	42	47	46	45	41	38	39	37	36	43	29	40	35	34	32	28	33	31	27	30	22	25	24	26	23	21	20	19	18	12	15	17	16	9	14	13	11	3	8	10	7	6	5	4	1	2	
100	96	95	99	98	97	94	90	93	91	92	85	89	88	87	86	84	79	80	82	81	83	77	78	76	71	74	75	72	73	70	68	69	66	65	67	64	56	62	63	61	60	55	59	57	58	54	53	51	42	52	50	49	48	44	47	46	45	40	41	43	39	36	38	30	37	35	34	32	26	33	31	29	28	22	24	25	27	23	21	19	20	18	16	13	17	15	9	14	11	12	1	7	10	6	5	8	4	3	2	
100	96	95	99	98	97	94	92	93	90	91	84	88	89	87	86	85	81	83	82	80	79	78	77	76	70	73	75	72	74	71	67	66	68	65	69	64	57	63	61	62	60	56	58	53	59	55	54	52	47	51	49	50	48	46	45	44	41	42	39	43	40	38	36	31	34	37	33	35	28	32	29	30	26	25	27	24	21	20	23	18	22	17	14	15	19	16	10	11	12	13	3	7	9	6	4	8	1	2	5	
100	96	94	98	97	99	93	91	92	95	89	83	88	90	87	86	85	81	79	84	82	80	77	78	75	69	74	73	72	71	70	76	67	68	66	64	65	57	63	60	62	59	61	56	52	58	55	54	53	43	51	50	49	48	45	47	46	44	41	42	40	37	36	39	35	38	34	33	32	31	27	29	30	26	23	21	28	25	24	19	22	18	16	12	20	17	15	9	14	13	11	3	6	10	7	4	8	1	2	5	
99	100	97	98	96	95	94	93	92	90	91	84	89	88	87	86	85	80	83	82	81	79	77	78	76	73	71	75	70	72	69	74	68	67	66	64	65	56	63	61	62	60	59	57	52	58	55	54	53	44	51	49	50	47	48	46	45	41	42	40	43	39	38	36	34	35	37	33	32	28	30	31	29	26	24	23	27	25	20	22	19	21	17	16	15	18	13	9	12	11	14	2	7	10	8	6	5	1	4	3	
100	99	97	98	96	95	94	90	93	91	92	88	89	87	86	85	83	84	79	81	80	82	76	78	77	72	75	74	73	70	69	71	68	67	66	64	65	60	62	63	59	58	57	61	53	56	55	54	50	45	52	51	49	47	48	46	43	41	44	40	42	39	38	37	34	36	35	32	29	28	30	27	33	24	31	26	25	21	20	23	19	22	18	15	14	17	16	12	10	13	9	4	11	8	6	5	7	1	2	3	
100	98	97	99	96	95	94	92	91	93	90	86	88	89	87	85	81	84	83	80	79	82	77	78	76	70	74	75	73	72	71	69	67	68	66	64	65	58	62	63	61	60	59	57	54	56	55	53	52	46	51	49	50	48	45	47	43	40	44	39	42	41	38	36	28	35	37	31	33	34	30	32	27	29	24	25	22	26	21	23	20	19	15	12	17	18	14	16	11	13	9	1	10	8	7	5	6	2	4	3	
100	96	95	98	97	99	94	91	93	89	92	83	90	88	87	86	85	81	80	84	82	78	79	77	75	68	73	74	71	72	70	76	67	69	66	64	65	58	63	62	61	60	55	57	56	59	54	52	51	46	53	49	50	48	44	47	45	43	39	42	38	37	36	41	33	40	35	34	30	27	32	29	31	28	26	25	22	23	20	24	19	21	17	15	14	18	16	11	12	10	13	6	8	9	5	4	7	2	3	1	
100	96	95	99	97	98	94	92	93	91	90	89	87	88	86	83	82	79	85	81	80	84	76	78	77	71	74	75	73	72	70	68	69	67	66	64	65	56	63	60	61	59	62	58	54	57	55	51	50	43	53	52	49	48	45	47	46	40	42	39	44	41	37	38	34	35	36	33	30	26	31	29	32	28	23	22	25	27	24	19	20	18	17	15	14	21	16	11	10	13	12	2	7	9	8	5	6	4	3	1	
100	99	97	98	95	96	93	90	92	94	91	83	89	88	87	86	85	80	81	84	82	79	76	78	77	69	73	75	71	74	68	70	67	72	66	65	64	57	63	60	62	59	61	56	53	58	55	54	52	43	51	49	50	48	45	47	46	42	38	41	44	37	36	40	33	39	35	34	32	26	30	28	31	27	29	25	21	24	20	23	18	22	17	15	14	19	16	11	10	12	13	2	8	9	6	5	7	3	1	4	
